Organismgrupp,TaxonId,Vetenskapligt namn (vid riskklassificeringens genomförande),Auktor,Svenskt namn,Artens status,Ursprunglig utbredning,"Riskkategori, utfall enligt GEIAA metodik",Utslagsgivande kriterier,Summering,Invasionspotential,Ekologisk effekt,Effekt av klimatförändring på invasionspotential,Effekt av klimatförändring på ekologisk effekt,"Klimatförändring, betydelse",Livsmiljö,Referenser
Däggdjur,246283,Ovis aries musimon,"(Pallas, 1811)",mufflonfår,Främmande art,,PH,"4AB,1","Mufflonfår Ovis aries musimon, härstammar ursprungligen från västra asien. Har funnits på Korsika och Sardinien i flera tusen år. Arten är introducerad i stora delar av Europa. Herbivor med en stor variation i födovalet.",Arten har en expansionshastighet på 860 meter per år och en median livslängd på över 650 år.,Arten har ingen känd ekologisk effekt. Konkurrerar till viss del med kronhjort och rådjur. Annars relativt likt andra betesdjur som får.,yes,yes,Gynnas antagligen av ett varmare klimat.,Terrester,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G.G., Visconti, P. & Rondinini, C. (2013). Generation length for mammals. Nature Conservation 5(5), 87–94.  https://doi.org/10.3897/natureconservation.5.5734
Martins, A.G., Netto, N.T., Aulagnier, S., Borges, A., Dubois, M., Vicente, L., Gerard, J.-F. & Maublanc, M.-L. (2002). Population subdivision among mouflon sheep (Ovis gmelini) ewes and ranging behaviour of rams during rut. Journal of Zoology, London 258, 27–37.  https://doi.org/10.1017/s0952836902001176
Darmon, G., Calenge, C., Loison, A., Mailard, D. & Julien, J.-M. (2007). Social and spatial patterns determine the population structure and colonization processes in mouflon. Canadian Journal of Zoology 85, 634–643.  https://doi.org/10.1139/z07-040"
Kärlväxter,222121,Oxalis corniculata,L.,krypoxalis,Främmande art,"Ursprung från den indiska kontinenten till Japan och Filippinerna. 
Krypoxalis förekommer som ogräs i odlingar i hela världen, främst i tropiska och subtropiska delar men även i tempererade.I Sverige förekommer arten i plantskolor, trädgårdsland, kompostanläggningar och på ruderatmark där konkurrensen från annan vegetation är svag. Arten noterades i Uppsala redan under Linnés tid.",PH,"4A,1",Krypoxalis är en ettårig ört som idag förekommer kosmopolitiskt.,Krypoxalis bedöms ha hög invasionspotential. Med ett varmare klimat bedöms spridningen kunna öka.,Krypoxalis har ingen känd eller förväntad ekologisk effekt i svensk natur.,unknown,unknown,,Terrester,"SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
Hylander, N. (1970). Prima  loca  plantarum  vascularium  Sueciae. Första litteraturuppgift för Sveriges vildväxande kärlväxter jämte uppgifter om första svenska fynd. Förvildade eller i senare tid inkomna växter. Svensk Botanisk Tidskrift 64(Supplement), 1–332.
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-09-16]
Edqvist, M. & Karlsson, T. (2007). Smålands flora. Uppsala: SBT-förlaget.
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
Global Invasive Species Database (GISD) (2024). Species profile: Oxalis corniculata. https://www.iucngisd.org/gisd/species.php?sc=1596  [2024-09-16]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]"
Kärlväxter,222123,Oxalis dillenii,Jacq.,prärieoxalis,Främmande art,"Kanada, USA",PH,"4A,1","Prärieoxalis är en ettårig ört från USA och Kanada, som har spridits över största delen av Europa.",Spridning ut i naturliga miljöer är än så länge liten och bedöms heller inte ske i större omfattning under kommande 50 år. ,Ingen känd eller förväntad ekologisk effekt i svensk natur.,unknown,unknown,,Terrester,"CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-10-07]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]"
Kärlväxter,222125,Oxalis stricta,L.,klöveroxalis,Främmande art,"Inhemsk i Nordamerika och Ostasien. Odlas som prydnadsväxt ute samt följer med i andra planterade krukor från plantskolor, den förvildas och sprids till trädgårdar och annan kulturmark.",PH,"4AB,1",Klöveroxalis är en ettårig ört från tempererade Asien och Nordamerika.,Klöveroxalis sprider sig lätt.,"Ingen känd eller förväntad ekologisk effekt i svensk natur.Observerad i Skåne och sprids med bl.a. skogsmaskiner så att den allt oftare hittas på hyggen och i produktionsskogar och lyckas ibland etablera sig mer eller mindre permanent och konkurrerar med inhemsk vegetation så T. Tyler (pers. kom. 2025) skulle nog snarare ha klassat denna som ""HI"". ",unknown,unknown,,Terrester,"SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
Jonsell, L. (red.) (2010). Upplands flora. Uppsala: SBF-förlaget.
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-10-07]
Euro+Med (2024). Euro+Med PlantBase - the information resource for Euro-Mediterranean plant diversity. https://europlusmed.org/  [2024-10-11]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-07]"
Halvvingar,6011753,Oxycarenus lavaterae,"(Fabricius, 1787)",,Dörrknackare,västra medelhavsområdet,SE,"4AB,4E","Oxycarenus lavaterae är en art av spetshuvudsskinnbaggar (Oxycarenidae) som lever huvudsakligen på frön av lindar Tilia spp. och olika malvaväxter. Arten bildar ibland stora ansamlingar inomhus i byggnader, inklusive bostäder.","Oxycarenus lavaterae har en hög invasionspotential i områden där klimatet är mildare än i Sverige och lindar odlas, t.ex. i parker och annan stadsnära natur. Spridningen har gått fort norrut i Europa sedan början av 2000-talet. Övervintring sker i Polen och Tyskland, och i Polen påträffades den för första gången 2014, för att nästföljande tio år ha rapporterats från fler än 300 platser i landet (Gierlasiński & Taszakowski 2024). Introduktioner i Sverige kan sannolikt ske regelbundet till svensk natur redan i någon mån, men det är osannolikt att arten i dagens klimat och med Sveriges dagslängd etablerar sig mer än tillfälligt och lokalt.","Som en växtsugande generalist på flera arter i stadsnära natur kan Oxycarenus lavaterae påverka lokala ekosystem med malvaväxter (som Hibiscus, Lavatera, Malva, Althaea) och lindväxter. Då den kan massansamlas kan den sannolikt konkurrera med inhemska arter om föda och livsrum i samma naturtyper, t.ex. eldlöss. Eftersom den sannolikt begränsas till urbana områden är dess effekt på naturliga ekosystem sannolikt begränsad vid en eventuell framtida etablering.",yes,yes,,Terrester,"Rabitsch, W. (2008). Alien True Bugs of Europe (Insecta: Hemiptera: Heteroptera). Zootaxa 1827(1), 1–44.  https://doi.org/10.11646/zootaxa.1827.1.1
Nedved, O., Chehlarov, E. & Kalushkov, P. (2014). Life History of the Invasive Bug Oxycarenus lavaterae (Heteroptera: Oxycarenidae) in Bulgaria. Acta Zoologica Bulgarica 66(2), 203–208.
Nedved, O., Kalushkov, P. & Hodek, I. (2023). Termination of diapause in the lime seed bug Oxycarenus lavaterae (Heteroptera: Lygaeoidea: Oxycarenidae). European journal of entomology 120. https://doi.org/10.14411/eje.2023.019
Hebda, G. & Olbrycht, T. (2016). Oxycarenus lavaterae (FABRICIUS, 1787) (Hemiptera: Heteroptera: Oxycarenidae) – gatunek nowy dla fauny Polski. Wiadomości Entomologiczne 35, 133–136.
Albrecht, A., Rinne, V., Söderman, G., Mattila, K., Rinne, A., Söderman, V., Mattila, G. & Check, K. (2015). Check-list of Finnish Hemiptera. Jalla, Bulletin of the Finnish Expert Group on Hemiptera 1, 1–29.
Rabitsch, W. (2010). Chapter 9.1 True Bugs (Hemiptera, Heteroptera). I: Roques, A., Kenis, M., Lees, D., Lopez-Vaamonde, C., Rabitsch, W., Rasplus, J.-Y. & Roy, D. (red.) Alien terrestrial arthropods of Europe (BioRisk 4(1)). Sofia, Bulgaria: Pensoft. 407–403. https://doi.org/10.3897/biorisk.4.44
Aukema, B. (red.) (2024). Catalogue of Palaearctic Heteroptera. https://catpalhet.linnaeus.naturalis.nl  [2024-01-25]
Kment, P., Hradil, K., Baňař, P., Balvín, O., Cunev, J., Ditrich, T., Jindra, Z., Roháčová, M., Straka, M. & Sychra, J. (2013). New and interesting records of true bugs (Hemiptera: Heteroptera) from the Czech Republic and Slovakia V. Acta Musei Moraviae, Scientiae Biologicae,  98(2), 495–541."
Blötdjur,106733,Oxychilus draparnaudi,"(H. Beck, 1837)",trädgårdsglanssnäcka,Främmande art,,HI,"4A,2E","En relativt stor och något platt landsnäcka, bredd 11-16 mm, höjd 6-7 mm. Gulbrun med ljusare undersida (von Proschwitz m.fl. 2023).
","Har potential att öka sin utbredning i ett varmare klimat. Arten är tvåkönad och kan självbefrukta, därmed kan en enda individ ge upphov till en ny population.","Trädgårdsglanssnäcka är predator på andra snäckor samt på ägg av sniglar (Barker & Efford 2004, von Proschwitz m.fl. 2023). Sannolikt kan den lokalt förtränga den närbesläktade Oxychilus cellarius.",yes,yes,,Terrester,"von Proschwitz, T. (2009). Snigel – fridstörare i örtagården. Vetenskap och fakta. Uddevalla: Bohusläns museum i samarbete med Göteborgs naturhistoriska museum.
von Proschwitz, T., Roth, J., Lundin, K. & Back, R. (2023). Nationalnyckeln till Sveriges flora och fauna. Blötdjur: Snyltsnäckor–skivsnäckor. Mollusca: Pyramidellidae–Planorbidae. (DN 168–202). Uppsala: SLU Artdatabanken.
Waldén, H.W. (1960). Om ett par för Sverige nya, anthropochora landmollusker, Limax valentianus Férussac och Deroceras caruanae (Pollonera), jämte några andra, kulturbundna arter. Göteborgs Kungliga Vetenskaps- och Vitterhets-Samhälles Handlingar. Sjätte följden, Serie B 8(8), 1–48.
Hansson, C.A. (1901). Anteckningar om Skandinaviens Glattmaskar, Iglar m.m. Öfversigt af Kungliga Vetenskaps-Akademiens Förhandlingar 58, 729–737.
Barker, G.M. & Efford, M.G. (2004). Predatory gastropods as natural enemies of terrestrial gastropods and other invertebrates. I: Barker, G.M. (red.) Natural enemies of terrestrial molluscs. Wallingford, Oxfordshire: CABI Publishing. 279–403.
von Proschwitz, T. (1994). Oxychilus cellarius (Müller) and Oxychilus draparnaudi (Beck) as predators on egg-clutches of Arion lusitanicus Mabille. Journal of Conchology 35(2), 183–184."
Skalbaggar,104478,Oxytelus migrator,"Fauvel, 1904",,Främmande art,,PH,"4A,1","Oxytelus migrator härstammar från Ost- och Sydostasien (Löbl & Löbl 2015). Arten lever i olika växtämnen under nedbrytning. Främst funnen i kulturskapade miljöer som t.ex. komposter eller stallavfall (Gillerfors 1982, Assing & Schülke 2012), men särskilt efter 2010 funnen även i spillning i betesmarker (Artportalen).
",Arten har god flygförmåga. I ett varmare klimat har den förmodligen större möjligheter att reproducera sig och sprida sig utanför kulturskapde substrat.,Inga negativa ekologiska effekter är kända.,yes,no,I ett varmare klimat har arten förmodligen större möjligheter att reproducera sig och sprida sig utomhus.,Terrester,"Bangsholt, F. (1981). Femte tillaeg til Fortegnelse over Danmarks biller (Coleoptera). Entomologiske Meddelelser 48, 19–103.
Dahlgren, G. (1980). Oxytelus migrator, en ny svensk kortvinge. Entomologisk Tidskrift 101(1), 45.  https://www.sef.nu/download/entomologisk_tidskrift/et_1980/ET%201980%2045.pdf
Löbl, I. & Löbl, D. (2015). Catalogue of Palaearctic Coleoptera. Volume 2, Hydrophiloidea - Staphylinoidea. 2 uppl., Leiden: Brill.
Assing, V. & Schülke, M. (2012). Die Käfer Mitteleuropas. Band 4. 2 uppl., Heidelberg: Spektrum Verlag.
Gillerfors, G. (1982). Anteckningar om svenska Coleoptera 2. Entomologisk Tidskrift 103, 73–77.  https://www.sef.nu/download/entomologisk_tidskrift/et_1982/ET%201982%2073-77.pdf"
Skalbaggar,210965,Oxythyrea funesta,"(Poda, 1761)",målarguldbagge,Främmande art,,PH,"4AB,1","Målarguldbagge Oxythyrea funesta härstammar troligen från regionen som sträcker sig från Medelhavsområdet österut till Kaukasus, världsutbredningen sträcker sig från Syd- och Västeuropa samt Nordafrika österut till Iran och västra Sibirien (Löbl & Löbl 2016). Arten är en stor skalbagge med typiskt guldbagge-utseende som är lätt att känna igen med sin mörka kropp och spridda ljusa rundade fläckar. Målarguldbagge kan leva i många olika typer av öppna livsmiljöer, t.ex. på ruderatmark och i trädgårdar. Larven lever vanligen i jorden av multnande växtdelar, humuspartiklar eller rottrådar, men har också hittats i mulm av lövträd och i gödselstackar (Rössner 2012). Larvutvecklingen är ettårig (Vondráček m.fl. 2018). Fullbildade individer påträffas främst under juni-juli, de är dagaktiva blombesökare som, förutom pollen, också äter ståndare och kronblad av många olika blommande örter, buskar och träd.","Invasionspotentialen är troligen stor, vilken kan förklaras av flera saker: en god flygförmåga, en generalistart (polyfag på värdväxter och livsmiljöer) och att arten troligen gynnas av ett varmare klimat (Hoffmann m.fl. 2021).","Målarguldbagge har ingen känd negativ ekologisk effekt, vare sig i Sverige eller i sitt övriga utbredningsområde. Det finns dock inga studier huruvida arten skulle kunna konkurrera ut inhemska arter av guldbaggar. I stort antal kan fullbildade skalbaggar vara besvärliga skadegörare i blomsterodlingar eftersom de livnär sig på blommorna själva, inte bara på nektar och pollen.
",yes,no,,Terrester,"Rössner, E. (2012). Die Hirschkäfer und Blatthornkäfer Ostdeutschlands (Coleoptera: Scarabaeoidea). Erfurt: Naturkundemuseum.
Hoffmann, H., Boetzl, F.A., Medger, G., Rolke, D. & Benisch, C. (2021). Beitrag zum Vorkommen und Ausbreitung des Trauer-Rosenkäfers Oxythyrea funesta (Poda, 1761) (Coleoptera, Scarabaeidae) in Deutschland: ein Citizen-Science-Projekt. Beiträge zur Entomologie 71(1), 137–146.  https://doi.org/10.21248/contrib.entomol.71.1.137-146
Barclay, M. & Notton, D. (2015). A new record of Oxythyrea funesta (Poda) (Scarabaeidae: Cetoniinae) from the London area, with a summary of recent and historical British records of this species. The Coleopterist 24, 113–116.
Duff, A.G. (2020). Beetles of Britain and Ireland. Vol. 3: Geotrupidae to Scraptiidae. Norfolk: A.G. Duff.
Löbl, I. & Löbl, D. (2016). Catalogue of Palaearctic Coleoptera. Volume 3, Scarabaeoidea - Scirtoidea - Dascilloidea - Buprestoidea - Byrrhoidea. 2 uppl., Leiden: Brill.
Vondráček, D., Hadjiconstantis, M. & ŠÍpek, P. (2018). Immature stages of the genus Oxythyrea (Coleoptera: Scarabaeidae: Cetoniinae) with a key to third instar larvae, and notes on the biology of the genus. Zootaxa 4486(4), 401–434.  https://doi.org/10.11646/zootaxa.4486.4.1
Thomaes, A., Renneson, J.-L., Drumont, A. & Deschepper, C. (2016). Range shift of Oxythyrea funesta Poda, 1761 (Coleoptera, Cetoniidae) in Belgium. Lambillionea 116, 187–195."
Fåglar,233177,Oxyura jamaicensis,"(J.F. Gmelin, 1789)",amerikansk kopparand,Dörrknackare,,LO,"2A,2D","Amerikansk kopparand Oxyura jamaicensis är en art i familjen änder Anatidae med naturlig förekomst i Nordamerika. Den finns huvudsakligen i mellersta och södra Kanada och genom USA ner till Mexico och Västindien. Arten är en medeldistansflyttare i den norra delen av sitt naturliga utbredningsområde medan icke-flyttande populationer förekommer i söder. Den förekommer i fångenskap runtom i Europa och återfinns inom fågeluppfödning, på zoon och i fågelparker. Den introducerades i Storbritannien och började häcka där i vilt tillstånd på 1960-talet. Den frihäckande populationen ökade sedan successivt och uppgick till 3 500 individer i början av 1990-talet. Fåglar från det brittiska beståndet har spridit sig till ett flertal länder runtom i Europa men insatser i form av skyddsjakt har därefter genomförts, vilket resulterat i att arten försvunnit på många håll, t ex hade beståndet i Storbritannien reducerats till endast 4-6 par år 2016. Första fyndet i Sverige var 1 ex Hullsjön, Västergötland 4 november 1965. Därefter var det glest med fynd fram till 1980- och 1990-talet då arten uppträdde så gott som årligen; under perioderna 1984-1989 samt 1992-2008 gjordes fynd varje år i Sverige. Toppåret var 2003 med runt 15 individer observerade i södra och mellersta Sverige. Efter år 2008 har det bara gjorts två fynd i landet. Den fallande trenden i Sverige är i linje med den bekämpning som genomförts av arten på andra håll i Europa. Under häcksäsongen föredras olika typer av våtmarker såväl naturliga som konstgjorda, fiskdammar, vattenreservoarer samt djupare sjöar. Under flyttningen nyttjas i huvudsak i större permanenta våtmarker, sjöar och vattenreservoarer och under vintertid även kuster med intilliggande söt- och brackvattenvåtmarker. Arten livnär sig i huvudsak på vattenlevande insekter, kräftdjur, zooplankton och andra typer av evertebrater samt en del vattenväxter och frön. Arten bedöms globalt som Livskraftig (LC) enligt IUCN. Den finns med på EU-listan över oönskade invasiva arter och skyddsjakt anbefalles.","Arten har visat prov på att kunna etablera sig i klimat och miljöer som påminner om svensk natur. Dock har arten endast häckat i Sverige vid ett tillfälle (SLU Artdatabanken 2024), vilket indikerar att invasionspotentialen är begränsad.",Den ekologiska effekten ur ett europeiskt perspektiv handlar främst om risken för hybridisering med den hotade europeiska kopparanden. De ekologiska effekterna i svensk natur bedöms som små.,no,no,,"Limnisk, Bräckt vatten, Terrester","Keller V, Herrando S, Voríšek P, Franch M, Kipson M, Milanesi P, Martí D, Anton M, Klvanová A, Kalyakin MV, Bauer H-G and Foppen RPB. (2020). European Breeding Bird Atlas 2: Distribution, Abundance and Change. Barcelona: European Bird Census Council & Lynx Edicions.
Skof.se (u.å.). Artfakta – Fåglar i Skåne med omnejd. https://skof.se/fagelintresse/artfakta/  [2024-11-15]
Naturvårdsverket (2022). Invasiva främmande arter på EU:s förteckning – Djur . https://www.naturvardsverket.se/4acbae/globalassets/amnen/invasiva-frammande-arter/pdf/forteckning-av-invasiva-vaxter/eu-listade-invasiva-frammande-arter-djur.pdf  [2024-11-15]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se   [2024-10-21]
Munoz-Fuentes, V., Green, A.J., Sorenson, M.D., Negro, J.J. & Vilà, C. (2006). The ruddy duck Oxyura jamaicensis in Europe: natural colonization or human introduction? Molecular Ecology 15(6), 1441–1453.  https://doi.org/10.1111/j.1365-294x.2006.02886.x
Zootierliste (2024). Zootierliste. https://www.zootierliste.de/en  [2024-11-11]
IUCN (2024). The IUCN Red List of Threatened Species. https://www.iucnredlist.org/  [2024-11-15]"
Steklar,6011795,Pachycondyla chinensis,"(Emery, 1895)",,Dörrknackare,,NK,"1,1","Pachycondyla chinensis tillhör familjen Ponerinae som utgörs av rovlevande arter. Arbetarna är relativt storvuxna, har en typisk avsmalnande kroppsform (needle ant) och mörkbrun kroppsfärg.",Artens föredragna bytesdjur är termiter och dess ekologiska effekter samt invasionpotentialen tycks avta i områden som saknar naturlig förekomst av detta bytesdjur.,Arten är vanligtvis skogslevande och kden eventuella etableringen i Sydeuropa (Italien 2022) kan potentiellt få stor effekt på de mediterranea skogsekosystemen baserat på liknande etableringar i Nordamerika.,,,,Terrester,"Menchetti, M., Shifani, E., Gentile, V. & Vila, R. (2022). The worrying arrival of the invasive Asian needle ant Brachyponera chinensis in Europe (Hymenoptera: Formicidae). Zootaxa 5115(1), 146–150."
Skalbaggar,6011487,Pachyrhinus lethierryi,"(Desbrochers des Loges, 1875)",tujavivel,Främmande art,,LO,"3A,1","Tujavivel Pachyrhinus lethierryi härstammar från Medelhavsområdet i södra Frankrike, på Korsika och Sardinien (Löbl & Smetana 2013, Rheinheimer & Hassler 2013). Larvutvecklingen sker vid rötterna av olika cypressväxter (Cupressaceae), såsom arter i släktena Cupressus, Chamaecyparis och Thuja, men även Juniperus (Rheinheimer & Hassler 2013, Duff 2016). Arten sprids lätt med transport av trädgårdsväxter (Endrestøl m.fl. 2016). Fullbildade individer påträffas på värdväxterna, främst under försommaren.",I ett varmare klimat har arten förmodligen större möjligheter att reproducera sig och sprida sig utomhus.,Inga negativa ekologiska effekter är kända.,yes,no,I ett varmare klimat har arten förmodligen större möjligheter att reproducera sig och sprida sig utomhus.,Terrester,"Heijerman, T. (2008). De snuitkever Pachyrhinus lethierryi nieuw voor Nederland (Coleoptera: Curculionidae). Nederlandse Faunistische Mededelingen 28, 35–39.
Rheinheimer, J. & Hassler, M. (2013). Die Rüsselkäfer Baden-Württembergs. 2 uppl., Karlsruhe: Verlag regionalkultur.
Duff, A.G. (2016). Beetles of Britain and Ireland. Vol. 4: Cerambycidae to Curculionidae. Norfolk: A.G. Duff.
Löbl, I. & Smetana, A. (2013). Catalogue of Palaearctic Coleoptera. Volume 8, Curculionoidea 2. Leiden: Brill.
Olariu, T.-S., Pintilioaie, A.-M. & Yunakov, N. (2024). Otiorhynchus aurifer Boheman, 1842, O. pseudonothus Apfelbeck, 1897 and Pachyrhinus lethierryi Desbrochers des Loges, 1875: Three new non-native weevils (Coleoptera: Curculionidae: Entiminae) in Romania. Journal of Insect Biodiversity 46(1). https://doi.org/10.12976/jib/2024.46.1.2
Endrestøl, A., Hanssen, O., Often, A., Stabbetorp, O., Staverløkk, A., Westergaard, K.B., Ødegaard, F. & Gjershaug, J.O. (2016). Spredning av fremmede arter med planteimport til Norge II – jakten fortsetter ... (NINA Rapport 1256). Trondheim: Norsk Institutt for Naturforskning."
Kärlväxter,221297,Pachysandra terminalis,Siebold & Zucc.,skugg-gröna,Främmande art,Usprung: Östra Asien; Kina och Japan,PH,"4A,1",Pachysandra terminalis är en vintergrön dvärgbuske från Östasien som odlas för prydnad. I Sverige är det troligt att arten endast reproducerar sig vegetativt då den är värmekrävande. Arten kan dock bilda stora kloner genom vegetativ tillväxt.,Arten bedöms ha en hög invasionspotential även om den mest beror på mänsklig aktivitet.,Arten har ingen känd eller förväntad ekologisk effekt på svensk natur.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-10-14]
Leontyev, D.V. & Ronikier, A. (2024). Priority of the generic name Enteridium over Licaethalium in referring to Cribrariaceae species with aethalia. Nova Hedwigia 119(1-2), 107–115.  https://doi.org/10.1127/nova_hedwigia/2024/0955
SKUD (2024). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2024-11-21]
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
Ehrenberg, C.G. (1819). Fungorum nova genera tria. Jahrbücher der Gewächskunde Erstes (1)(Zweites (2)), 51–58.  https://books.google.co.uk/books?id=MgoOAAAAQAAJ
Artsdatabanken  (2023). Fremmede arter i Norge. http://www.artsdatabanken.no/lister/fremmedartslista/2023  [2024-12-05]"
